CODE,NAME,COMMON NAME,OWNERSHIP,TYPE,STATUS,ZONE,DISTRICT,DATE OPENED,LATITUDE,LONGITUDE
KU071604,Kaphaizi Health Centre,Kaphaizi,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.29403,33.53859
KU071605,Liziri Health Post,Liziri,Government,Health Post,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.29403,33.53859
KU071606,Mankhaka Clinic,Mankhaka,Christian Health Association of Malawi (CHAM),Clinic,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.29403,33.53859
KU071607,Mbongozi Health Post,Mbongozi,Government,Health Post,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.29403,33.53859
KU071608,Miyowe Health Post,Miyowe,Government,Health Post,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.29403,33.53859
KU071609,Mnthumbo Health Post,Mnthumbo,Government,Health Post,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.29403,33.53859
KU071610,Mphomwa Clinic,Mphomwa,Government,Clinic,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.29403,33.53859
LL041611,Chiputu Health Post,Chiputu,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95473,33.7793
LL041612,Kandiyani Health Post,Kandiyani,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95473,33.7793
LL041613,Kanyerere Health Post,Kanyerere,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95473,33.7793
LL041614,Kapudzama Health Post,Kapudzama,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95473,33.7793
LL041615,Katenje Health Post,Katenje,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95473,33.7793
LL041616,Masinja Health Post,Masinja,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95473,33.7793
LL041617,Mthang'ombe Health Post,Mthang'ombe,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95473,33.7793
LL041618,Nyanda Health Post,Nyanda,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95473,33.7793
LL041619,Sese Health Post,Sese,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95473,33.7793
LL041620,St. Chavala Health Centre,St. Chavala,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95473,33.7793
LL041621,Zabira Health Post,Zabira,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95473,33.7793
LL041622,Zabira Health Post,Zabira,Government,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95473,33.7793
MC191623,Chipamba Health Post,Chipamba,Government,Health Post,Functional,South West Zone,Machinga,Jan 1st 75,-14.7655,35.66691
MG201624,Lupetere Health Post,Lupetere,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,-14.48,35.26
MG201625,Makoli Health Post,Makoli,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,-14.4434386,35.341996
MG201626,Nalikolo Health Post,Nalikolo,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,-14.48,35.26
MC011628,Border Wellness Centre Health Post,Border Wellness Centre,Government,Health Post,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.79508,32.89221
MC011629,Kamchere Health Post,Kamchere,Government,Health Post,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.79508,32.89221
MC011630,Kanyanda Health Post,Kanyanda,Government,Health Post,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.79508,32.89221
MC011632,Matutu Health Post,Matutu,Government,Health Post,Functional,Centrals West Zone,Mchinji,Jan 1st 75,,
MC011633,Matutu Health Post,Matutu,Government,Health Post,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.79508,32.89221
MC011634,Sunama Health Post,Sunama,Government,Health Post,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.79508,32.89221
MC011635,Tongozara Health Post,Tongozara,Government,Health Post,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.79508,32.89221
MW281636,Chimbwinda Health Post,Chimbwinda,Government,Health Post,Functional,South East Zone,Mwanza,Jan 1st 75,-15.59747,34.51505
MW281637,Chimlango Health Post,Chimlango,Government,Health Post,Functional,South East Zone,Mwanza,Jan 1st 75,-15.59747,34.51505
MW281638,Chimweta Health Post,Chimweta,Government,Health Post,Functional,South East Zone,Mwanza,Jan 1st 75,-15.59747,34.51505
MW281639,Galafa Health Post,Galafa,Government,Health Post,Functional,South East Zone,Mwanza,Jan 1st 75,-15.59747,34.51505
MW281640,Gunde Health Post,Gunde,Government,Health Post,Functional,South East Zone,Mwanza,Jan 1st 75,-15.59747,34.51505
MW281641,Kalanga Health Post,Kalanga,Government,Health Post,Functional,South East Zone,Mwanza,Jan 1st 75,-15.59747,34.51505
MW281642,Kapiseni Health Post,Kapiseni,Government,Health Post,Functional,South East Zone,Mwanza,Jan 1st 75,-15.59747,34.51505
MW281643,Samu Health Post,Samu,Government,Health Post,Functional,South East Zone,Mwanza,Jan 1st 75,-15.59747,34.51505
MW281644,Samu Health Post,Samu,Government,Health Post,Functional,South East Zone,Mwanza,Jan 1st 75,-15.59747,34.51505
MW281645,Thambala Health Post,Thambala,Government,Health Post,Functional,South East Zone,Mwanza,Jan 1st 75,-15.59747,34.51505
MZ161646,Chaboli Health Post,Chaboli,Government,Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161647,Chasefu Health Centre,Chasefu,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161648,Chikwa Health Post,Chikwa,Government,Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161649,Dimi CHAM,Dimi,Government,Unclassified,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161650,Emthuzini Health Centre,Emthuzini,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161651,Jandalala Health Centre,Jandalala,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161652,Kajorwe Health Post,Kajorwe,Christian Health Association of Malawi (CHAM),Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161653,Kakombwe Health Centre,Kakombwe,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161654,Kaluwe Health Centre,Kaluwe,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161655,Kalweya Health Post,Kalweya,Government,Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161656,Kasenga Health Post,Kasenga,Government,Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161657,Lukwelukwe Health Centre,Lukwelukwe,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161658,Machecheta Health Post,Machecheta,Government,Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161659,Malinyete Health Post,Malinyete,Government,Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161660,Mkwangwali Health Centre,Mkwangwali,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161661,Mtuzuzu CHAM,Mtuzuzu,Government,Unclassified,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161662,Mzoma CHAM,Mzoma,Government,Unclassified,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161663,Phembe Health Centre,Phembe,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-12.54903193,33.51304244
MZ161664,Tangatanga Health Post,Tangatanga,Government,Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
MZ161665,Zowe CHAM,Zowe,Government,Unclassified,Functional,North Zone,Mzimba,Jan 1st 75,-11.6781,33.44798
NE291666,Binje Health Post,Binje,Government,Health Post,Functional,South East Zone,Neno,Jan 1st 75,-15.59825,34.69892
NE291667,Chawe Health Post,Chawe,Government,Health Post,Functional,South East Zone,Neno,Jan 1st 75,-15.59825,34.69892
NE291668,Feremu Health Post,Feremu,Government,Health Post,Functional,South East Zone,Neno,Jan 1st 75,-15.59825,34.69892
NE291669,Gonthi Health Post,Gonthi,Government,Health Post,Functional,South East Zone,Neno,Jan 1st 75,-15.59825,34.69892
NE291670,Kam'mwamba Health Post,Kam'mwamba,Government,Health Post,Functional,South East Zone,Neno,Jan 1st 75,-15.59825,34.69892
NE291671,Mbemba Health Post,Mbemba,Government,Health Post,Functional,South East Zone,Neno,Jan 1st 75,-15.59825,34.69892
NE291672,Mwetang'ombe Health Post,Mwetang'ombe,Government,Health Post,Functional,South East Zone,Neno,Jan 1st 75,-15.59825,34.69892
NE291673,Nsenjere Health Post,Nsenjere,Government,Health Post,Functional,South East Zone,Neno,Jan 1st 75,-15.59825,34.69892
NE291674,Ntanja Health Post,Ntanja,Government,Health Post,Functional,South East Zone,Neno,Jan 1st 75,-15.59825,34.69892
KB051675,Chituka Health Post,Chituka,Government,Health Post,Functional,North Zone,Nkhata Bay,Jan 1st 75,-11.22268,34.12324
KB051676,Makumbo Health Post,Makumbo,Government,Health Post,Functional,North Zone,Nkhata Bay,Jan 1st 75,-11.22268,34.12324
KB051677,Mazamba Health Post,Mazamba,Government,Health Post,Functional,North Zone,Nkhata Bay,Jan 1st 75,-11.22268,34.12324
NS301678,Lundu Health Post,Lundu,Government,Health Post,Functional,South East Zone,Nsanje,Jan 1st 75,-17.0468,35.21658
NT081679,Chafumbwa Health Post,Chafumbwa,Government,Health Post,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.26166,33.86851
NT081680,Chanjoka Health Post,Chanjoka,Government,Health Post,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.26166,33.86851
NT081681,Chazim'bobo Health Post,Chazim'bobo,Government,Health Post,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.26166,33.86851
NT081682,Mndimba Health Post,Mndimba,Government,Health Post,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.26166,33.86851
NT081683,Mthiransembe Health Post,Mthiransembe,Government,Health Post,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.26166,33.86851
NT081684,Namdzomba Health Post,Namdzomba,Government,Health Post,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.26166,33.86851
NT081685,Ndendere Health Post,Ndendere,Government,Health Post,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.26166,33.86851
NT081686,Njakwa Health Post,Njakwa,Government,Health Post,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.26166,33.86851
NT081687,Nyanga Health Post,Nyanga,Government,Health Post,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.26166,33.86851
RU141688,Bembe Health Post,Bembe,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-10.76924,33.55751
RU141689,Chaguwu Health Post,Chaguwu,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-10.76924,33.55751
RU141690,Chakaka Health Post,Chakaka,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-10.76924,33.55751
RU141691,Junju Health Post,Junju,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-10.76924,33.55751
RU141692,Kanyerere Health center,Kanyerere,Government,Health Centre,Functional,North Zone,Rumphi,Jan 1st 75,-10.76924,33.55751
RU141693,Kasenga Health Post,Kasenga,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-10.76924,33.55751
RU141694,Mala Health Post,Mala,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-10.76924,33.55751
RU141695,Mjuma Health Post,Mjuma,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-10.76924,33.55751
RU141696,Mweyeye Health Post,Mweyeye,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-10.76924,33.55751
RU141697,Nkhombwa Health Post,Nkhombwa,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-10.76924,33.55751
SA091698,Hope Health Centre,Hope,Government,Health Centre,Functional,Central East Zone,Salima,Jan 1st 75,-13.77065,34.44174
SA091699,Mnema Health Centre,Mnema,Government,Health Centre,Functional,Central East Zone,Salima,Jan 1st 75,-13.77065,34.44174
ZA231700,Chuluchosema Health Centre,Chuluchosema,Mission/Faith-based (other than CHAM),Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,-15.46571,35.51662
ZA231702,Hope Medi Clinic,Hope Medi,Private,Clinic,Functional,South West Zone,Zomba,Jan 1st 75,-15.46571,35.51662
ZA231704,Khanda Health Centre,Khanda,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,-15.5566963,35.8193749
ZA231705,Makina Health Centre,Makina,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,-15.46571,35.51662
ZA231706,Sitima Health Post,Sitima,Government,Health Post,Functional,South West Zone,Zomba,Jan 1st 75,-15.46571,35.51662
CP061707,Kasitu Health Post,Kasitu,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 75,-9.692779352612403,33.36424421519302
DE031708,Magomero Dispensary,Magomero,Government,Dispensary,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.379705656858967,34.30903158350527
MG201709,St. Mary's Hospital,St. Mary's,Christian Health Association of Malawi (CHAM),Hospital,Functional,South West Zone,Mangochi,Jan 1st 75,-14.5422193,35.1821163
RU141710,Luviri Health Post,Luviri,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-11.024453289888157,33.864226735549565
MC011711,Mzama Health Post,Mzama ,Government,Health Post,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-14.133071806604791,33.40829109324171
MC011712,Mzenga Health Post,Mzenga ,Government,Health Post,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.743748650534775,32.93412448508285
MC011713,Santhe Health Post,Santhe ,Government,Health Post,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.652971954574452,32.898647842615446
MU211714,Chimbalanga Health Post,Chimbalanga,Government,Health Post,Functional,South West Zone,Mulanje,Jan 1st 75,-16.064451792859167,35.465792448442826
DA021715,Nambuma Health center,Nambuma,Government,Health Centre,Functional,Central East Zone,Dowa,Jan 1st 75,-13.60146450336226,33.95193377297202
BK171716,Tiyanda Pvt clinic,Tayanda,Private,Clinic,Functional,South West Zone,Balaka,Jan 1st 75,-14.984486,34.949439
RU141719,Kasenga Helath Post,Kasenga,Government,Health Centre,Functional,North Zone,Rumphi,Jan 1st 75,-11.172298549697244,33.823414679660566
MW281720,Mwanza Wellness Boarder Clinic,Mwanza Boarder Clinic,Government,Health Centre,Functional,South East Zone,Mwanza,Jan 1st 75,-15.798897721007064,35.35815763425415
MW281721,Mwanza Wellness Boarder Clinic,Mwanza Boarder Clinic,Government,Health Centre,Functional,South East Zone,Mwanza,Jan 1st 75,,
MW281722,Mwanza Wellness Border Clinic,Mwanza Border Clinic,Government,Health Centre,Functional,South East Zone,Mwanza,Jan 1st 75,-15.634362732652159,35.46692835248617
ZA231723,Chuluchosema,Chuluchosema,Mission/Faith-based (other than CHAM),Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,-15.4429457,35.3669177
ZA231724,St. Robert ,Sitima,Mission/Faith-based (other than CHAM),Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,-15.4117893,35.4436095
NT121725,Extending Hope,Extending Hope,Private,Health Centre,Functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.833625259986862,34.78717754907404
NT121726,Livulezi Health Centre,Livulezi Health Centre,Christian Health Association of Malawi (CHAM),Health Post,Functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.851769215350997,34.74434966097201
CK271727,Mindanti,Mindanti,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.079100,34.568655
KU071728,St. Denis Health Centre,St. Denis Health Centre,Mission/Faith-based (other than CHAM),Health Centre,Functional,Central East Zone,Kasungu,Jan 1st 75,-12.9953214,33.3779012
MG201729,Monkeybay DIC-Pakachere,Monkeybay DIC-Pakachere,Non-Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.0847423,34.9128377
ZA231731,test,test,Other,Unclassified,Closed,South West Zone,Zomba,Jan 1st 75,-13.134856249190111,34.68999465082874
MZ161732,Hora,Hora,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.645009,33.651632
MZ161733,Engalaweni Health Centre,Engalaweni,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.908296,33.365893
CK271734,Majete 5 Health Centre,Majete,Government,Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,-15.873873,34.767251
CK271735,Majete 6 Health Centre,Majete 6,Government,Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.156663,34.712992
CK271736,Majete 2 Health Centre,Majete 2,Government,Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,,
CK271737,Majete 3 Health Centre,Majete 3,Government,Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.020747,34.525114
TH311738,Asamala Private Clinic,Asamala Clini,Private,Dispensary,Functional,South East Zone,Thyolo,Jan 1st 75,-16.0667812,35.1445823
TH311739,Queens Care Private Clinic,Queens Care Clinic,Private,Health Post,Functional,South East Zone,Thyolo,Jan 1st 75,-16.0729497,35.1403255
LL041740,TIYAMIKE MEDI CLINIC,TIYAMIKE CLINIC,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.0199445,33.7779498
LL041741,Chigonjetso Private Clinic,Chigonjetso Private Clinic,Private,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.018808,33.7765284
LL041742,Morning Side MEDI Clinic,Morning Side Clinic,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.0101752,33.7846637
LL041743,T & J DENTAL CLINIC,T & J DENTAL CLINIC,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.909956,33.7490188
LL041744,LIBERTY MEDICAL CENTRE,LIBERTY MEDICAL CENTRE,Private,Unclassified,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.8987058,33.7527068
LL041745,AREA 25 PRIVATE MED CLINIC,24 Hours Nsungwi,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.8882744,33.755233
LL041746,TRUST PRIVATE CLINIC,TRUST CLINIC,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.0200611,33.7932912
LL041747,Nguluwentowo,Nguluwe,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.0753967,33.6188717
LL041748,Nguluwe Ntoo,Nguluwe,Government,Health Centre,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.0753967,33.6188717
LL041749,VIVIDA CLINIC,VIVIDA ,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.0119727,33.7787036
DA021750,Chuzu Health Post,Chuzu,Government,Health Post,Functional,Central East Zone,Dowa,Jan 1st 75,-13.7293643,33.8702651
DA021751,Mtimaukanena Health Post,Mtimaukanena,Government,Health Post,Functional,Central East Zone,Dowa,Jan 1st 75,-13.7457348,33.8058742
DA021752,Chivala Health Post,Chivala,Government,Health Post,Functional,Central East Zone,Dowa,Jan 1st 75,-13.7107599,33.8063273
DA021753,Charity private clinic,Charity Private clinic,Private,Dispensary,Functional,Central East Zone,Dowa,Jan 1st 75,-13.65767,33.8741402
DA021754,Innocent souls medical clinic,Innocent souls medical clinic,Private,Dispensary,Functional,Central East Zone,Dowa,Jan 1st 75,-13.6584457,33.9374209
